cycle,start,busy,done,error,saturation,state,in_valid,in_ready,in_accept,in_index,gate_data,up_data,in_last,lut_index,sigmoid_q0_16,silu_gate_q12_12,out_index,out_valid,out_ready,out_accept,hidden_data,out_last,input_count,output_count,accepted_before
2903,0,1,0,0,0,1,1,1,1,0x6e4,-5599,118,0,425,13392,-1145,0x6e3,1,1,1,123,0,1764,1763,1763
2904,0,1,0,0,0,1,1,1,1,0x6e5,-989,777,0,497,28945,-437,0x6e4,1,1,1,-33,0,1765,1764,1764
2905,0,1,0,0,0,1,1,1,1,0x6e6,-3525,709,0,457,19495,-1049,0x6e5,1,1,1,-83,0,1766,1765,1765
2906,0,1,0,0,0,1,1,1,1,0x6e7,-2764,-36,0,469,22156,-935,0x6e6,1,1,1,-182,0,1767,1766,1766
2907,0,1,0,0,0,1,0,1,0,0x6e7,-2764,-36,0,469,22156,-935,0x6e7,1,1,1,8,0,1768,1767,1767
2908,0,1,0,0,0,1,1,1,1,0x6e8,-119,1687,0,510,32256,-59,0x6e7,0,0,0,8,0,1768,1768,1768
2909,0,1,0,0,0,1,1,0,0,0x6e9,-1054,-121,0,496,28693,-462,0x6e8,1,0,0,-25,0,1769,1768,1768
2910,0,1,0,0,0,1,1,1,1,0x6e9,-1054,-121,0,496,28693,-462,0x6e8,1,1,1,-25,0,1769,1768,1768
2911,0,1,0,0,0,1,1,1,1,0x6ea,-1931,899,0,482,25226,-744,0x6e9,1,1,1,13,0,1770,1769,1769
2912,0,1,0,0,0,1,0,1,0,0x6ea,-1931,899,0,482,25226,-744,0x6ea,1,1,1,-164,0,1771,1770,1770
2913,0,1,0,0,0,1,1,1,1,0x6eb,-852,249,0,499,29451,-383,0x6ea,0,1,0,-164,0,1771,1771,1771
2914,0,1,0,0,0,1,1,1,1,0x6ec,-2314,686,0,476,23788,-840,0x6eb,1,1,1,-24,0,1772,1771,1771
2915,0,1,0,0,0,1,1,0,0,0x6ed,869,844,0,526,36338,481,0x6ec,1,0,0,-141,0,1773,1772,1772
2916,0,1,0,0,0,1,1,1,1,0x6ed,869,844,0,526,36338,481,0x6ec,1,1,1,-141,0,1773,1772,1772
2917,0,1,0,0,0,1,0,1,0,0x6ed,869,844,0,526,36338,481,0x6ed,1,1,1,99,0,1774,1773,1773
2918,0,1,0,0,0,1,1,1,1,0x6ee,-611,-328,0,502,30213,-282,0x6ed,0,1,0,99,0,1774,1774,1774
2919,0,1,0,0,0,1,1,1,1,0x6ef,1209,839,0,531,37597,693,0x6ee,1,1,1,22,0,1775,1774,1774
2920,0,1,0,0,0,1,1,1,1,0x6f0,-2780,-66,0,469,22156,-940,0x6ef,1,1,1,141,0,1776,1775,1775
2921,0,1,0,0,0,1,1,1,1,0x6f1,-3119,-208,0,463,20803,-991,0x6f0,1,1,1,15,0,1777,1776,1776
2922,0,1,0,0,0,1,0,0,0,0x6f1,-3119,-208,0,463,20803,-991,0x6f1,1,0,0,50,0,1778,1777,1777
2923,0,1,0,0,0,1,1,1,1,0x6f2,-1298,826,0,492,27689,-549,0x6f1,1,1,1,50,0,1778,1777,1777
2924,0,1,0,0,0,1,1,1,1,0x6f3,-2324,-445,0,476,23788,-844,0x6f2,1,1,1,-111,0,1779,1778,1778
2925,0,1,0,0,0,1,1,1,1,0x6f4,-256,1401,0,508,31744,-124,0x6f3,1,1,1,91,0,1780,1779,1779
2926,0,1,0,0,0,1,1,1,1,0x6f5,-747,-516,0,500,29705,-339,0x6f4,1,1,1,-43,0,1781,1780,1780
2927,0,1,0,0,0,1,0,1,0,0x6f5,-747,-516,0,500,29705,-339,0x6f5,1,1,1,42,0,1782,1781,1781
2928,0,1,0,0,0,1,1,1,1,0x6f6,-1483,1176,0,489,26943,-610,0x6f5,0,1,0,42,0,1782,1782,1782
2929,0,1,0,0,0,1,1,0,0,0x6f7,-743,1504,0,500,29705,-337,0x6f6,1,0,0,-176,0,1783,1782,1782
2930,0,1,0,0,0,1,1,1,1,0x6f7,-743,1504,0,500,29705,-337,0x6f6,1,1,1,-176,0,1783,1782,1782
2931,0,1,0,0,0,1,1,1,1,0x6f8,-1393,777,0,490,27191,-578,0x6f7,1,1,1,-124,0,1784,1783,1783
2932,0,1,0,0,0,1,0,0,0,0x6f8,-1393,777,0,490,27191,-578,0x6f8,1,0,0,-110,0,1785,1784,1784
2933,0,1,0,0,0,1,0,1,0,0x6f8,-1393,777,0,490,27191,-578,0x6f8,1,1,1,-110,0,1785,1784,1784
2934,0,1,0,0,0,1,1,1,1,0x6f9,1334,827,0,533,38096,775,0x6f8,0,1,0,-110,0,1785,1785,1785
2935,0,1,0,0,0,1,1,1,1,0x6fa,-2144,2601,0,479,24502,-802,0x6f9,1,1,1,156,0,1786,1785,1785
2936,0,1,0,0,0,1,1,0,0,0x6fb,-2576,-555,0,472,22849,-899,0x6fa,1,0,0,-510,0,1787,1786,1786
2937,0,1,0,0,0,1,1,1,1,0x6fb,-2576,-555,0,472,22849,-899,0x6fa,1,1,1,-510,0,1787,1786,1786
2938,0,1,0,0,0,1,1,1,1,0x6fc,-204,900,0,509,32000,-100,0x6fb,1,1,1,121,0,1788,1787,1787
2939,0,1,0,0,0,1,1,1,1,0x6fd,-261,149,0,508,31744,-127,0x6fc,1,1,1,-22,0,1789,1788,1788
2940,0,1,0,0,0,1,1,1,1,0x6fe,-558,170,0,503,30468,-260,0x6fd,1,1,1,-5,0,1790,1789,1789
2941,0,1,0,0,0,1,1,1,1,0x6ff,-204,1112,0,509,32000,-100,0x6fe,1,1,1,-11,0,1791,1790,1790
2942,0,1,0,0,0,1,0,1,0,0x6ff,-204,1112,0,509,32000,-100,0x6ff,1,1,1,-28,0,1792,1791,1791
2943,0,1,0,0,0,1,1,1,1,0x700,-4144,3600,0,447,17425,-1102,0x6ff,0,0,0,-28,0,1792,1792,1792
2944,0,1,0,0,0,1,1,1,1,0x701,442,-1042,0,519,34558,233,0x700,1,1,1,-969,0,1793,1792,1792
2945,0,1,0,0,0,1,1,1,1,0x702,-10095,-1170,0,354,5117,-789,0x701,1,1,1,-60,0,1794,1793,1793
2946,0,1,0,0,0,1,1,1,1,0x703,1041,-975,0,528,36843,585,0x702,1,1,1,225,0,1795,1794,1794
2947,0,1,0,0,0,1,0,1,0,0x703,1041,-975,0,528,36843,585,0x703,1,1,1,-140,0,1796,1795,1795
2948,0,1,0,0,0,1,1,1,1,0x704,-3393,-27,0,459,19926,-1032,0x703,0,1,0,-140,0,1796,1796,1796
2949,0,1,0,0,0,1,1,1,1,0x705,-2713,-735,0,470,22386,-927,0x704,1,1,1,6,0,1797,1796,1796
2950,0,1,0,0,0,1,0,0,0,0x705,-2713,-735,0,470,22386,-927,0x705,1,0,0,166,0,1798,1797,1797
2951,0,1,0,0,0,1,1,1,1,0x706,5,-30,0,512,32768,2,0x705,1,1,1,166,0,1798,1797,1797
2952,0,1,0,0,0,1,0,1,0,0x706,5,-30,0,512,32768,2,0x706,1,1,1,-1,0,1799,1798,1798
2953,0,1,0,0,0,1,1,1,1,0x707,-562,134,0,503,30468,-262,0x706,0,1,0,-1,0,1799,1799,1799
2954,0,1,0,0,0,1,1,1,1,0x708,-1302,520,0,492,27689,-551,0x707,1,1,1,-9,0,1800,1799,1799
2955,0,1,0,0,0,1,1,0,0,0x709,-3742,1119,0,454,18859,-1077,0x708,1,0,0,-70,0,1801,1800,1800
2956,0,1,0,0,0,1,1,1,1,0x709,-3742,1119,0,454,18859,-1077,0x708,1,1,1,-70,0,1801,1800,1800
2957,0,1,0,0,0,1,0,0,0,0x709,-3742,1119,0,454,18859,-1077,0x709,1,0,0,-295,0,1802,1801,1801
2958,0,1,0,0,0,1,1,1,1,0x70a,-3107,-1099,0,463,20803,-987,0x709,1,1,1,-295,0,1802,1801,1801
2959,0,1,0,0,0,1,1,1,1,0x70b,-922,-799,0,498,29198,-411,0x70a,1,1,1,264,0,1803,1802,1802
2960,0,1,0,0,0,1,1,1,1,0x70c,-3754,388,0,453,18650,-1069,0x70b,1,1,1,80,0,1804,1803,1803
2961,0,1,0,0,0,1,1,1,1,0x70d,-2327,-1158,0,476,23788,-845,0x70c,1,1,1,-102,0,1805,1804,1804
2962,0,1,0,0,0,1,0,1,0,0x70d,-2327,-1158,0,476,23788,-845,0x70d,1,1,1,238,0,1806,1805,1805
2963,0,1,0,0,0,1,1,1,1,0x70e,-403,-606,0,506,31233,-193,0x70d,0,1,0,238,0,1806,1806,1806
2964,0,1,0,0,0,1,1,0,0,0x70f,-3051,-774,0,464,21025,-979,0x70e,1,0,0,28,0,1807,1806,1806
2965,0,1,0,0,0,1,1,1,1,0x70f,-3051,-774,0,464,21025,-979,0x70e,1,1,1,28,0,1807,1806,1806
2966,0,1,0,0,0,1,1,1,1,0x710,-3925,-986,0,451,18236,-1093,0x70f,1,1,1,184,0,1808,1807,1807
2967,0,1,0,0,0,1,0,1,0,0x710,-3925,-986,0,451,18236,-1093,0x710,1,1,1,263,0,1809,1808,1808
2968,0,1,0,0,0,1,1,1,1,0x711,-4777,386,0,437,15500,-1130,0x710,0,1,0,263,0,1809,1809,1809
2969,0,1,0,0,0,1,1,1,1,0x712,422,-1639,0,519,34558,222,0x711,1,1,1,-107,0,1810,1809,1809
2970,0,1,0,0,0,1,1,1,1,0x713,1757,-1621,0,539,39579,1061,0x712,1,1,1,-89,0,1811,1810,1810
2971,0,1,0,0,0,1,1,0,0,0x714,-892,-1996,0,498,29198,-398,0x713,1,0,0,-420,0,1812,1811,1811
2972,0,1,0,0,0,1,1,1,1,0x714,-892,-1996,0,498,29198,-398,0x713,1,1,1,-420,0,1812,1811,1811
2973,0,1,0,0,0,1,1,1,1,0x715,-1463,-1719,0,489,26943,-602,0x714,1,1,1,193,0,1813,1812,1812
2974,0,1,0,0,0,1,1,1,1,0x716,-3033,-274,0,465,21249,-984,0x715,1,1,1,252,0,1814,1813,1813
2975,0,1,0,0,0,1,1,1,1,0x717,-2864,-1215,0,467,21700,-949,0x716,1,1,1,65,0,1815,1814,1814
2976,0,1,0,0,0,1,1,1,1,0x718,-1758,917,0,485,25957,-697,0x717,1,1,1,281,0,1816,1815,1815
2977,0,1,0,0,0,1,0,1,0,0x718,-1758,917,0,485,25957,-697,0x718,1,1,1,-157,0,1817,1816,1816
2978,0,1,0,0,0,1,1,1,1,0x719,-437,166,0,505,30978,-207,0x718,0,0,0,-157,0,1817,1817,1817
2979,0,1,0,0,0,1,1,1,1,0x71a,-2677,1,0,470,22386,-915,0x719,1,1,1,-9,0,1818,1817,1817
2980,0,1,0,0,0,1,1,1,1,0x71b,-8359,-157,0,381,7495,-956,0x71a,1,1,1,-1,0,1819,1818,1818
2981,0,1,0,0,0,1,1,1,1,0x71c,-3931,588,0,451,18236,-1094,0x71b,1,1,1,36,0,1820,1819,1819
2982,0,1,0,0,0,1,0,1,0,0x71c,-3931,588,0,451,18236,-1094,0x71c,1,1,1,-158,0,1821,1820,1820
2983,0,1,0,0,0,1,1,1,1,0x71d,-490,1132,0,504,30723,-230,0x71c,0,1,0,-158,0,1821,1821,1821
2984,0,1,0,0,0,1,0,1,0,0x71d,-490,1132,0,504,30723,-230,0x71d,1,1,1,-64,0,1822,1821,1821
2985,0,1,0,0,0,1,1,1,1,0x71e,-5461,-417,0,427,13728,-1144,0x71d,0,0,0,-64,0,1822,1822,1822
2986,0,1,0,0,0,1,1,1,1,0x71f,-2026,1125,0,480,24743,-765,0x71e,1,1,1,116,0,1823,1822,1822
2987,0,1,0,0,0,1,0,1,0,0x71f,-2026,1125,0,480,24743,-765,0x71f,1,1,1,-211,0,1824,1823,1823
2988,0,1,0,0,0,1,1,1,1,0x720,-511,894,0,504,30723,-240,0x71f,0,1,0,-211,0,1824,1824,1824
2989,0,1,0,0,0,1,1,1,1,0x721,-3406,727,0,459,19926,-1036,0x720,1,1,1,-53,0,1825,1824,1824
2990,0,1,0,0,0,1,1,1,1,0x722,-630,-71,0,502,30213,-291,0x721,1,1,1,-184,0,1826,1825,1825
2991,0,1,0,0,0,1,1,1,1,0x723,-4210,79,0,446,17226,-1107,0x722,1,1,1,5,0,1827,1826,1826
2992,0,1,0,0,0,1,0,0,0,0x723,-4210,79,0,446,17226,-1107,0x723,1,0,0,-22,0,1828,1827,1827
2993,0,1,0,0,0,1,1,1,1,0x724,-2478,58,0,473,23082,-873,0x723,1,1,1,-22,0,1828,1827,1827
2994,0,1,0,0,0,1,1,1,1,0x725,-1567,1073,0,488,26695,-639,0x724,1,1,1,-13,0,1829,1828,1828
2995,0,1,0,0,0,1,1,1,1,0x726,-1395,-595,0,490,27191,-579,0x725,1,1,1,-168,0,1830,1829,1829
2996,0,1,0,0,0,1,1,1,1,0x727,1765,2562,0,540,39824,1072,0x726,1,1,1,84,0,1831,1830,1830
2997,0,1,0,0,0,1,0,1,0,0x727,1765,2562,0,540,39824,1072,0x727,1,1,1,670,0,1832,1831,1831
2998,0,1,0,0,0,1,1,1,1,0x728,-11166,849,0,338,4055,-691,0x727,0,1,0,670,0,1832,1832,1832
2999,0,1,0,0,0,1,1,0,0,0x729,-5788,2183,0,422,12899,-1140,0x728,1,0,0,-144,0,1833,1832,1832
3000,0,1,0,0,0,1,1,1,1,0x729,-5788,2183,0,422,12899,-1140,0x728,1,1,1,-144,0,1833,1832,1832
3001,0,1,0,0,0,1,0,0,0,0x729,-5788,2183,0,422,12899,-1140,0x729,1,0,0,-608,0,1834,1833,1833
3002,0,1,0,0,0,1,0,1,0,0x729,-5788,2183,0,422,12899,-1140,0x729,1,1,1,-608,0,1834,1833,1833
3003,0,1,0,0,0,1,1,1,1,0x72a,-1511,2352,0,488,26695,-616,0x729,0,1,0,-608,0,1834,1834,1834
3004,0,1,0,0,0,1,1,1,1,0x72b,1440,-587,0,535,38593,847,0x72a,1,1,1,-354,0,1835,1834,1834
3005,0,1,0,0,0,1,1,1,1,0x72c,-7560,624,0,394,8953,-1033,0x72b,1,1,1,-122,0,1836,1835,1835
3006,0,1,0,0,0,1,1,0,0,0x72d,-10725,-1727,0,344,4427,-725,0x72c,1,0,0,-158,0,1837,1836,1836
3007,0,1,0,0,0,1,1,1,1,0x72d,-10725,-1727,0,344,4427,-725,0x72c,1,1,1,-158,0,1837,1836,1836
3008,0,1,0,0,0,1,1,1,1,0x72e,-2126,-1613,0,479,24502,-795,0x72d,1,1,1,305,0,1838,1837,1837
3009,0,1,0,0,0,1,1,1,1,0x72f,-1288,-190,0,492,27689,-545,0x72e,1,1,1,313,0,1839,1838,1838
3010,0,1,0,0,0,1,1,1,1,0x730,-4734,-1303,0,438,15686,-1134,0x72f,1,1,1,25,0,1840,1839,1839
3011,0,1,0,0,0,1,1,1,1,0x731,-1281,-867,0,492,27689,-542,0x730,1,1,1,360,0,1841,1840,1840
3012,0,1,0,0,0,1,0,1,0,0x731,-1281,-867,0,492,27689,-542,0x731,1,1,1,114,0,1842,1841,1841
3013,0,1,0,0,0,1,1,1,1,0x732,-2185,1128,0,478,24263,-809,0x731,0,0,0,114,0,1842,1842,1842
3014,0,1,0,0,0,1,1,1,1,0x733,-5608,-637,0,424,13226,-1132,0x732,1,1,1,-223,0,1843,1842,1842
3015,0,1,0,0,0,1,1,1,1,0x734,-13809,-611,0,296,2168,-457,0x733,1,1,1,176,0,1844,1843,1843
3016,0,1,0,0,0,1,1,1,1,0x735,-5258,-758,0,430,14243,-1143,0x734,1,1,1,68,0,1845,1844,1844
3017,0,1,0,0,0,1,0,1,0,0x735,-5258,-758,0,430,14243,-1143,0x735,1,1,1,211,0,1846,1845,1845
3018,0,1,0,0,0,1,0,1,0,0x735,-5258,-758,0,430,14243,-1143,0x735,0,1,0,211,0,1846,1846,1846
3019,0,1,0,0,0,1,1,1,1,0x736,-1637,910,0,486,26202,-655,0x735,0,1,0,211,0,1846,1846,1846
3020,0,1,0,0,0,1,1,0,0,0x737,-2589,-131,0,472,22849,-903,0x736,1,0,0,-146,0,1847,1846,1846
3021,0,1,0,0,0,1,1,1,1,0x737,-2589,-131,0,472,22849,-903,0x736,1,1,1,-146,0,1847,1846,1846
3022,0,1,0,0,0,1,0,1,0,0x737,-2589,-131,0,472,22849,-903,0x737,1,1,1,28,0,1848,1847,1847
3023,0,1,0,0,0,1,1,1,1,0x738,-2267,-927,0,477,24025,-832,0x737,0,1,0,28,0,1848,1848,1848
3024,0,1,0,0,0,1,1,0,0,0x739,-1613,-1542,0,487,26448,-651,0x738,1,0,0,188,0,1849,1848,1848
3025,0,1,0,0,0,1,1,1,1,0x739,-1613,-1542,0,487,26448,-651,0x738,1,1,1,188,0,1849,1848,1848
3026,0,1,0,0,0,1,1,1,1,0x73a,-790,476,0,500,29705,-359,0x739,1,1,1,245,0,1850,1849,1849
3027,0,1,0,0,0,1,0,0,0,0x73a,-790,476,0,500,29705,-359,0x73a,1,0,0,-42,0,1851,1850,1850
3028,0,1,0,0,0,1,1,1,1,0x73b,-2058,72,0,480,24743,-777,0x73a,1,1,1,-42,0,1851,1850,1850
3029,0,1,0,0,0,1,1,1,1,0x73c,-1330,2099,0,491,27440,-557,0x73b,1,1,1,-14,0,1852,1851,1851
3030,0,1,0,0,0,1,1,1,1,0x73d,-2594,876,0,471,22617,-896,0x73c,1,1,1,-286,0,1853,1852,1852
3031,0,1,0,0,0,1,1,1,1,0x73e,-1817,341,0,484,25712,-713,0x73d,1,1,1,-192,0,1854,1853,1853
3032,0,1,0,0,0,1,0,1,0,0x73e,-1817,341,0,484,25712,-713,0x73e,1,1,1,-60,0,1855,1854,1854
3033,0,1,0,0,0,1,1,1,1,0x73f,-2215,-664,0,477,24025,-813,0x73e,0,1,0,-60,0,1855,1855,1855
3034,0,1,0,0,0,1,1,0,0,0x740,-2619,-248,0,471,22617,-904,0x73f,1,0,0,131,0,1856,1855,1855
3035,0,1,0,0,0,1,1,1,1,0x740,-2619,-248,0,471,22617,-904,0x73f,1,1,1,131,0,1856,1855,1855
3036,0,1,0,0,0,1,1,1,1,0x741,-1100,-253,0,495,28441,-478,0x740,1,1,1,54,0,1857,1856,1856
3037,0,1,0,0,0,1,0,1,0,0x741,-1100,-253,0,495,28441,-478,0x741,1,1,1,29,0,1858,1857,1857
3038,0,1,0,0,0,1,1,1,1,0x742,675,1173,0,523,35577,366,0x741,0,1,0,29,0,1858,1858,1858
3039,0,1,0,0,0,1,1,1,1,0x743,-1954,988,0,481,24984,-745,0x742,1,1,1,104,0,1859,1858,1858
3040,0,1,0,0,0,1,1,1,1,0x744,-1415,-106,0,490,27191,-588,0x743,1,1,1,-180,0,1860,1859,1859
3041,0,1,0,0,0,1,1,0,0,0x745,-736,20,0,501,29959,-337,0x744,1,0,0,15,0,1861,1860,1860
3042,0,1,0,0,0,1,1,1,1,0x745,-736,20,0,501,29959,-337,0x744,1,1,1,15,0,1861,1860,1860
3043,0,1,0,0,0,1,1,1,1,0x746,-1884,-131,0,483,25468,-733,0x745,1,1,1,-2,0,1862,1861,1861
3044,0,1,0,0,0,1,1,1,1,0x747,-2123,950,0,479,24502,-794,0x746,1,1,1,23,0,1863,1862,1862
3045,0,1,0,0,0,1,1,1,1,0x748,-1812,-373,0,484,25712,-711,0x747,1,1,1,-185,0,1864,1863,1863
3046,0,1,0,0,0,1,1,1,1,0x749,-1121,-307,0,494,28190,-483,0x748,1,1,1,64,0,1865,1864,1864
3047,0,1,0,0,0,1,0,0,0,0x749,-1121,-307,0,494,28190,-483,0x749,1,0,0,36,0,1866,1865,1865
3048,0,1,0,0,0,1,1,0,0,0x74a,-5806,723,0,421,12738,-1129,0x749,1,0,0,36,0,1866,1865,1865
3049,0,1,0,0,0,1,1,1,1,0x74a,-5806,723,0,421,12738,-1129,0x749,1,1,1,36,0,1866,1865,1865
3050,0,1,0,0,0,1,1,1,1,0x74b,-2075,-1008,0,480,24743,-784,0x74a,1,1,1,-200,0,1867,1866,1866
3051,0,1,0,0,0,1,1,1,1,0x74c,-2589,-385,0,472,22849,-903,0x74b,1,1,1,192,0,1868,1867,1867
3052,0,1,0,0,0,1,0,1,0,0x74c,-2589,-385,0,472,22849,-903,0x74c,1,1,1,84,0,1869,1868,1868
3053,0,1,0,0,0,1,1,1,1,0x74d,114,1375,0,514,33280,57,0x74c,0,1,0,84,0,1869,1869,1869
3054,0,1,0,0,0,1,1,1,1,0x74e,-2813,-44,0,468,21928,-942,0x74d,1,1,1,19,0,1870,1869,1869
3055,0,1,0,0,0,1,1,0,0,0x74f,-1287,-1446,0,492,27689,-544,0x74e,1,0,0,10,0,1871,1870,1870
3056,0,1,0,0,0,1,1,1,1,0x74f,-1287,-1446,0,492,27689,-544,0x74e,1,1,1,10,0,1871,1870,1870
3057,0,1,0,0,0,1,0,1,0,0x74f,-1287,-1446,0,492,27689,-544,0x74f,1,1,1,192,0,1872,1871,1871
3058,0,1,0,0,0,1,1,1,1,0x750,-1146,234,0,494,28190,-493,0x74f,0,1,0,192,0,1872,1872,1872
3059,0,1,0,0,0,1,1,1,1,0x751,-4188,557,0,447,17425,-1114,0x750,1,1,1,-29,0,1873,1872,1872
3060,0,1,0,0,0,1,1,1,1,0x752,-1972,486,0,481,24984,-752,0x751,1,1,1,-152,0,1874,1873,1873
3061,0,1,0,0,0,1,1,1,1,0x753,-51,-555,0,511,32512,-26,0x752,1,1,1,-90,0,1875,1874,1874
3062,0,1,0,0,0,1,0,0,0,0x753,-51,-555,0,511,32512,-26,0x753,1,0,0,3,0,1876,1875,1875
3063,0,1,0,0,0,1,1,1,1,0x754,-2846,-397,0,468,21928,-953,0x753,1,1,1,3,0,1876,1875,1875
3064,0,1,0,0,0,1,1,1,1,0x755,-1969,-847,0,481,24984,-751,0x754,1,1,1,92,0,1877,1876,1876
3065,0,1,0,0,0,1,1,1,1,0x756,-970,256,0,497,28945,-429,0x755,1,1,1,155,0,1878,1877,1877
3066,0,1,0,0,0,1,1,1,1,0x757,-983,826,0,497,28945,-435,0x756,1,1,1,-27,0,1879,1878,1878
3067,0,1,0,0,0,1,0,1,0,0x757,-983,826,0,497,28945,-435,0x757,1,1,1,-88,0,1880,1879,1879
3068,0,1,0,0,0,1,1,1,1,0x758,-1790,-218,0,484,25712,-703,0x757,0,1,0,-88,0,1880,1880,1880
3069,0,1,0,0,0,1,0,0,0,0x758,-1790,-218,0,484,25712,-703,0x758,1,0,0,37,0,1881,1880,1880
3070,0,1,0,0,0,1,1,0,0,0x759,-2365,-1698,0,475,23551,-850,0x758,1,0,0,37,0,1881,1880,1880
3071,0,1,0,0,0,1,1,1,1,0x759,-2365,-1698,0,475,23551,-850,0x758,1,1,1,37,0,1881,1880,1880
3072,0,1,0,0,0,1,0,1,0,0x759,-2365,-1698,0,475,23551,-850,0x759,1,1,1,352,0,1882,1881,1881
3073,0,1,0,0,0,1,1,1,1,0x75a,-469,400,0,505,30978,-222,0x759,0,1,0,352,0,1882,1882,1882
3074,0,1,0,0,0,1,1,1,1,0x75b,377,33,0,518,34303,197,0x75a,1,1,1,-22,0,1883,1882,1882
3075,0,1,0,0,0,1,1,1,1,0x75c,1264,970,0,532,37847,729,0x75b,1,1,1,1,0,1884,1883,1883
3076,0,1,0,0,0,1,1,0,0,0x75d,-2319,717,0,476,23788,-842,0x75c,1,0,0,172,0,1885,1884,1884
3077,0,1,0,0,0,1,1,1,1,0x75d,-2319,717,0,476,23788,-842,0x75c,1,1,1,172,0,1885,1884,1884
3078,0,1,0,0,0,1,1,1,1,0x75e,-8882,-1740,0,373,6705,-909,0x75d,1,1,1,-148,0,1886,1885,1885
3079,0,1,0,0,0,1,1,1,1,0x75f,-50,3745,0,511,32512,-25,0x75e,1,1,1,386,0,1887,1886,1886
3080,0,1,0,0,0,1,1,1,1,0x760,-683,231,0,501,29959,-313,0x75f,1,1,1,-23,0,1888,1887,1887
3081,0,1,0,0,0,1,1,1,1,0x761,-2358,-591,0,475,23551,-848,0x760,1,1,1,-18,0,1889,1888,1888
3082,0,1,0,0,0,1,0,1,0,0x761,-2358,-591,0,475,23551,-848,0x761,1,1,1,122,0,1890,1889,1889
3083,0,1,0,0,0,1,1,1,1,0x762,2536,-430,0,552,42687,1651,0x761,0,0,0,122,0,1890,1890,1890
3084,0,1,0,0,0,1,1,1,1,0x763,-3410,-1398,0,459,19926,-1037,0x762,1,1,1,-174,0,1891,1890,1890
3085,0,1,0,0,0,1,1,1,1,0x764,-4827,-1139,0,437,15500,-1142,0x763,1,1,1,353,0,1892,1891,1891
3086,0,1,0,0,0,1,0,1,0,0x764,-4827,-1139,0,437,15500,-1142,0x764,1,1,1,317,0,1893,1892,1892
3087,0,1,0,0,0,1,0,1,0,0x764,-4827,-1139,0,437,15500,-1142,0x764,0,1,0,317,0,1893,1893,1893
3088,0,1,0,0,0,1,1,1,1,0x765,-5276,-99,0,430,14243,-1147,0x764,0,1,0,317,0,1893,1893,1893
3089,0,1,0,0,0,1,1,1,1,0x766,-2470,254,0,473,23082,-870,0x765,1,1,1,27,0,1894,1893,1893
3090,0,1,0,0,0,1,1,0,0,0x767,-648,1433,0,502,30213,-299,0x766,1,0,0,-54,0,1895,1894,1894
3091,0,1,0,0,0,1,1,1,1,0x767,-648,1433,0,502,30213,-299,0x766,1,1,1,-54,0,1895,1894,1894
3092,0,1,0,0,0,1,0,1,0,0x767,-648,1433,0,502,30213,-299,0x767,1,1,1,-105,0,1896,1895,1895
3093,0,1,0,0,0,1,1,1,1,0x768,-4770,-350,0,437,15500,-1129,0x767,0,0,0,-105,0,1896,1896,1896
3094,0,1,0,0,0,1,1,1,1,0x769,-966,-1660,0,497,28945,-427,0x768,1,1,1,96,0,1897,1896,1896
3095,0,1,0,0,0,1,1,1,1,0x76a,-722,-554,0,501,29959,-331,0x769,1,1,1,173,0,1898,1897,1897
3096,0,1,0,0,0,1,1,1,1,0x76b,-2174,-1142,0,478,24263,-805,0x76a,1,1,1,44,0,1899,1898,1898
3097,0,1,0,0,0,1,0,0,0,0x76b,-2174,-1142,0,478,24263,-805,0x76b,1,0,0,224,0,1900,1899,1899
3098,0,1,0,0,0,1,1,1,1,0x76c,-4635,394,0,440,16062,-1136,0x76b,1,1,1,224,0,1900,1899,1899
3099,0,1,0,0,0,1,1,1,1,0x76d,-906,749,0,498,29198,-404,0x76c,1,1,1,-110,0,1901,1900,1900
3100,0,1,0,0,0,1,1,1,1,0x76e,2347,-1023,0,549,41985,1503,0x76d,1,1,1,-74,0,1902,1901,1901
3101,0,1,0,0,0,1,1,1,1,0x76f,-2125,-492,0,479,24502,-795,0x76e,1,1,1,-376,0,1903,1902,1902
3102,0,1,0,0,0,1,0,1,0,0x76f,-2125,-492,0,479,24502,-795,0x76f,1,1,1,95,0,1904,1903,1903
3103,0,1,0,0,0,1,0,1,0,0x76f,-2125,-492,0,479,24502,-795,0x76f,0,1,0,95,0,1904,1904,1904
3104,0,1,0,0,0,1,1,1,1,0x770,-6624,889,0,409,10923,-1105,0x76f,0,0,0,95,0,1904,1904,1904
3105,0,1,0,0,0,1,1,1,1,0x771,-1654,439,0,486,26202,-662,0x770,1,1,1,-240,0,1905,1904,1904
3106,0,1,0,0,0,1,1,1,1,0x772,823,1717,0,525,36085,453,0x771,1,1,1,-71,0,1906,1905,1905
3107,0,1,0,0,0,1,0,1,0,0x772,823,1717,0,525,36085,453,0x772,1,1,1,189,0,1907,1906,1906
3108,0,1,0,0,0,1,1,1,1,0x773,-2151,-2000,0,478,24263,-797,0x772,0,1,0,189,0,1907,1907,1907
3109,0,1,0,0,0,1,1,1,1,0x774,-2769,-224,0,469,22156,-937,0x773,1,1,1,389,0,1908,1907,1907
3110,0,1,0,0,0,1,1,1,1,0x775,-1696,-1208,0,486,26202,-679,0x774,1,1,1,51,0,1909,1908,1908
3111,0,1,0,0,0,1,1,0,0,0x776,340,-4366,0,517,34047,176,0x775,1,0,0,200,0,1910,1909,1909
